"Timestamp","OriginalPath","QuarantinePath","SizeBytes"
"2026-08-05 11:55:22","C:\Users\labuser\AppData\Local\Temp\2\4c0f510a-7eee-469d-98f3-8e602dd04926.tmp","C:\Users\labuser\Documents\TRAINING\DAY 3\CleanupData\Quarantine\20260805_115522\ba4dbb2b-8312-4fc5-b5d5-21b4522e0c32_4c0f510a-7eee-469d-98f3-8e602dd04926.tmp","0"
"2026-08-05 11:55:22","C:\Users\labuser\AppData\Local\Temp\2\exthost-b1c0b6.cpuprofile","C:\Users\labuser\Documents\TRAINING\DAY 3\CleanupData\Quarantine\20260805_115522\5dd2f33b-05ee-4e5d-9c0c-903f93f0606f_exthost-b1c0b6.cpuprofile","51713"
"2026-08-05 11:55:22","C:\Users\labuser\AppData\Local\Temp\2\gen_py\3.9\dicts.dat","C:\Users\labuser\Documents\TRAINING\DAY 3\CleanupData\Quarantine\20260805_115522\7c72d067-330c-400c-a9b0-f869353ef46b_dicts.dat","10"
"2026-08-05 11:55:22","C:\Users\labuser\AppData\Local\Temp\2\gen_py\3.9\__init__.py","C:\Users\labuser\Documents\TRAINING\DAY 3\CleanupData\Quarantine\20260805_115522\a91cad95-1e39-43eb-893e-a11494c776c4___init__.py","176"
